"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","age_group"
50000,2,1,2,-1,-1,-1,-1,-1,-1,574,801,686,527,312,442,801,686,527,312,442,8016,1,20
130000,2,1,2,-1,-1,-1,-1,-1,-1,2936,1688,5890,1113,1283,38835.1843188217,2464,5890,1113,1283,3000,883,1,20
120000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,-10810,-15296,0,0,0,0,0,10252.5,2,20
20000,2,3,2,-1,-1,2,0,-1,-1,12193,11242,8015,3668,3508,5278,5015,0,0,3508,5278,780,1,30
120000,2,2,2,0,0,0,0,0,0,93338,91207,89890,88030,88579,89566,3261,4793,3013,3014,3522,3007,1,20
50000,2,2,2,-2,-2,-2,-1,0,0,50096,49917,0,24415,25305,25775,1000,0,10968.125,1295,1275,0,1,30
120000,2,2,1,0,0,0,0,2,2,46736,75853,47029.2469020173,106523,108614,107519,11165.625,5000,10968.125,3900,4000,3800,2,30
50000,1,2,2,0,0,0,0,0,2,47990,43288,44569,43076.4560392044,50398,23675,1997,2278,4000,4000,0,0,1,30
150000,2,2,1,0,0,-1,-1,0,0,6369,5215,4090,51893,52033,51188,5215,4090,10968.125,2000,3000,2202,1,40
180000,1,1,2,0,0,0,0,0,0,40675,36126,30820,23852,17902,7784,1560,1735,1385,30,23,5411,1,20
20000,2,3,2,0,0,2,0,-1,-1,8503,11352,10198,10400,1150,0,3008,0,600,1150,0,0,1,40
280000,2,2,2,2,2,2,2,2,0,160599.125,151902.875,145766.25,132543.5,122749,120258,9100,5509,7604,0,9200,6400,1,30
140000,1,1,2,-1,0,-1,-1,-2,-2,24602,12526,9032,0,0,0,5063,9032,0,0,0,0,1,20
150000,2,1,2,0,0,0,0,-1,0,150562,148689,145766.25,132543.5,54116,6072,5196,3171,3699,10039.875,1030,0,1,20
340000,2,1,1,0,0,-2,-1,-1,-1,160599.125,0,0,495,495,1528,0,0,495,495,1528,3254,1,20
180000,2,3,2,0,0,0,0,0,0,120583,97341,87773,89547,91639,93991,3507,3201,3200,3500,4000,3704,1,20
360000,2,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,10968.125,10039.875,9970.625,9500,1,50
50000,1,2,2,1,2,2,0,-1,0,59197,55551,54083,50000,10135,9952,2000,0,1000,10039.875,358,403,2,20
2e+05,1,1,2,0,0,0,0,0,-1,70185,71417,73534,74785,79985,38835.1843188217,3000,3000,2000,5400,3080,998,1,30
1e+05,2,2,1,0,0,2,0,0,0,87590,103301,100818,75860,77656,78274,11165.625,247,3000,3000,3000,3000,2,40
50000,2,3,1,0,0,0,0,0,-2,46138,47164,47602,37280,18678,18602,2182,2400,1000,10039.875,600,500,1,50
150000,1,2,2,0,0,0,0,0,0,129151,101260,94545,93810,82668,64924,3501,3516,3003,2578,2300,2300,1,20
50000,1,1,2,0,-1,-1,-1,-1,0,11045,3115,7161,5351,791,47774,3115,7161,5138.90530494406,791,9970.625,2025,1,50
4e+05,2,3,2,-2,-2,-2,-2,-2,-2,10150,5869,5750,132543.5,21780,41050,5869,5750,10968.125,10039.875,9970.625,10252.5,1,30
2e+05,2,2,1,1,-2,-2,-2,-2,-2,-5,728,0,0,0,0,733,0,0,0,0,0,2,40
50000,1,1,2,0,0,0,0,0,0,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,1,30
70000,1,2,1,0,0,0,0,2,0,27202,29424,31941,35087,34226,35514,3000,3000,4000,0,2000,8200,1,30
210000,1,2,1,-1,-1,-1,-1,-1,-1,3096,5260,3298,2972,975,3441,5260,3298,2972,975,3441,1666,1,40
230000,1,1,2,0,0,2,2,2,0,40732,44563,42804,44020,41278,34672,5000,0,3000,0,3000,3000,1,20
280000,2,1,1,-2,-1,2,-1,-1,-1,-5,4609,1351,1108,1288,3552,4614,1,1109,1290,3561,3279,1,50
20000,1,3,1,0,0,-1,0,0,0,19831,1391,19037,19939,15110,0,1300,11046.125,1300,694,0,0,1,30
140000,2,2,1,1,-2,-1,-1,-2,-2,-53,-53,1117,0,0,0,0,1170,0,0,0,278,1,30
5e+05,2,1,2,0,0,0,0,0,0,47177,55947,57052,62051,70198,72924,10000,3000,6000,10000,9970.625,4313,1,30
120000,1,1,1,0,0,0,0,0,0,10105,114804,117262,117427,116637,115794,11165.625,5800,5700,4400,8421,0,1,40
170000,2,3,2,0,0,0,0,0,0,116048,117485,119050,120225,122345,120258,4200,4300,4400,4518,4500,5000,2,20
120000,1,2,2,1,2,0,0,0,0,21786,22126,23763,25059,25641,26228,1000,2000,2000,1000,1000,1000,1,30
20000,1,2,1,0,0,0,0,0,0,21431,19745,19943,19235,19245,13670,1386,1189,570,589,600,200,2,40
2e+05,2,2,1,-1,-1,-1,-1,-2,-2,8050,0,1560,0,0,0,0,1560,0,0,0,0,1,40
1e+05,2,2,1,-1,0,0,0,0,0,87055,84712,76202,72368,71384,70346,3000,3403,2656,2500,2600,3000,1,30
70000,2,2,2,0,0,0,0,0,0,70805,70087,62750,53600,45215,46486,2600,2231,1800,1700,2000,2000,1,20
180000,2,2,1,0,0,0,0,0,0,47517,26137,18177,16866,15067,7615,1526,3006,5020,5000,2000,935,1,30
50000,2,1,2,0,0,0,0,0,0,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,1,20
30000,2,1,2,2,0,0,0,0,0,25366,26554,27435,28270,28632,30193,2000,2000,2000,1500,2400,1100,2,20
170000,2,2,2,0,0,0,0,0,0,153123,151050,145766.25,132543.5,122749,120258,7000,6000,5012,5000,5000,5000,1,30
140000,2,3,1,0,0,0,0,0,0,138375,138796,142280,132543.5,89035,94006,5000,8000,6314,3200,6400,2100,1,30
20000,2,2,2,-1,-1,2,2,-2,-2,390,780,780,0,0,0,780,0,0,0,0,0,1,20
260000,2,2,2,0,0,0,0,0,0,16496,15610,7486,5692,5206,6159,8027,5774.39123540435,3000,3000,1000,2000,1,20
220000,2,1,1,-1,-1,0,-1,-1,-1,996,4102,4111,1057,990,1324,4102,1111,1057,990,1324,1039,1,30
280000,2,1,2,1,-2,-2,-1,-1,-2,124,0,0,428,0,0,0,0,428,0,0,0,1,30
3e+05,2,3,1,-1,-1,-2,-2,-1,-1,885,0,0,0,494,0,0,0,0,494,0,138,1,40
20000,2,2,2,0,0,0,0,0,0,15685,16731,18048,18102,18491,19173,1300,1600,650,681,1000,1000,1,20
340000,2,1,2,-1,-1,-1,-1,-1,-1,2943,3352,3738,1794,1339,10673,3375,3759,1803,1345,9970.625,869,1,30
250000,2,1,2,0,0,0,0,0,0,111204,114954,116608,120564,121477,38835.1843188217,5600,5000,5900,4400,4600,5100,1,30
3e+05,2,3,1,-1,0,0,0,0,-1,24921,21333,16212,11304,11396,6138,2000,3000,0,5000,6202,0,1,20
70000,2,1,2,0,0,0,0,0,0,8878,10077,11203,11320,11487,11895,1500,1600,600,500,600,2600,1,20
50000,1,2,2,-2,-2,-2,-2,-2,-2,3043,2432,3754,11985,19332,0,2446,3754,10968.125,4743.77725631769,0,0,1,20
50000,2,3,1,2,2,2,2,2,2,27358,28422,47029.2469020173,29289,28685,30847,1800,1200,1200,0,2800,1200,1,20
3e+05,2,1,1,-1,-1,-2,-1,-1,0,21670,-5,-5,1578,1307,0,0,0,1583,1307,0,179,1,40
160000,2,3,1,2,2,2,0,0,2,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,2,40
5e+05,1,1,2,0,0,0,0,0,0,141323,143548,145766.25,132543.5,122749,120258,5000,5015,5000,5000,5000,5000,1,40
140000,1,2,1,0,0,0,0,0,0,32538,36002,40422,44433,28029,32386,4000,5000,5000,5000,5000,10000,1,30
170000,1,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,6500,9000,7000,3500,7000,5000,2,30
20000,2,3,1,-1,-1,-1,-1,-1,-1,2946,0,390,390,390,390,0,390,390,390,390,780,1,40
230000,1,1,2,0,0,0,0,0,0,28534,27104,24415,29002,12415,10607,11165.625,10016,10083,5030,5003,5043,1,20
50000,1,2,1,0,0,0,0,0,0,46094,47157,48669,42360,19840,19840,1831,2343,1611,200,0,0,1,50
50000,2,3,1,1,3,4,3,2,0,44498,46740,45718,44696,43848,44718,3240,0,0,0,1600,1845,2,40
140000,1,1,2,0,0,0,0,0,0,128036,106657,45887,132543.5,111602,111552,4180,2800,10968.125,3800,3990,4285,1,30
280000,1,2,1,-2,-1,-1,-2,-2,-2,2035,11009,9360,7480,4402,3646,11009,9370,7486,4402,3646,6059,1,30
90000,2,3,1,-1,2,2,0,0,0,69380,70886,69402,1332,1604,958,2800,0,0,272,166,3756,1,40
280000,2,2,2,0,0,0,0,0,0,92579,94451,96041,98301,74624,75173,4300,4000,4033,3000,3300,3500,1,30
50000,2,1,2,2,3,2,2,2,2,34044,33202,34370,34806,35433,36216,0,2000,1300,1500,1500,1500,2,20
70000,1,2,2,0,0,0,0,0,0,63441,29091,29802,30395,31034,31668,1789,1500,1089,1130,1150,1200,1,30
3e+05,2,3,1,2,0,0,2,2,2,36656,37672,40743,41226,40263,42788,1929,4000,1446,0,3179,0,1,30
20000,2,2,2,0,0,0,0,0,0,17958,18499,19762,19807,19830,20347,1329,1592,5138.90530494406,700,827,357,1,20
50000,2,3,1,2,0,0,0,0,0,32847,29705,15445,16782,16960,17208,1941,1263,1600,754,671,831,2,20
3e+05,2,3,1,1,-2,-2,-2,-2,-2,390,390,780,390,390,5144,390,780,0,390,5144,390,1,40
260000,2,1,2,-1,-1,-1,-1,-1,-1,597,1304,5734,24898,150,381,1306,5734,10968.125,3883,381,2234,1,30
240000,2,3,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,119525,120258,8522,9100,8244,5000,5000,4011,2,30
120000,1,1,2,1,2,2,-1,-1,-1,650,625,300,475,300,325,300,0,500,300,500,300,2,30
180000,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,40
20000,1,2,2,0,0,0,0,0,-2,45429,47961,49562,4410,0,0,2819,2420,88,0,0,0,1,40
120000,1,3,1,0,0,0,0,0,0,71777,73282,75499,77739,78666,80399,2700,3400,3500,2815,3000,3000,2,40
5e+05,1,1,1,-1,-1,-1,-1,-1,-1,150758,62931,21296,19897,4460,4195,11165.625,11046.125,10968.125,4482,4212,10252.5,1,40
330000,2,2,1,-1,0,-1,-1,-1,-1,1732,1349,1366,1383,1383,1383,1000,1400,1400,1383,1383,851,1,30
20000,2,2,2,0,0,0,0,0,0,2004,3193,4050,4129,4367,4613,1211,1068,147,304,467,0,2,20
360000,1,1,1,0,-1,-1,-1,-1,-1,30860,20180,21908,1780,47307,0,11165.625,11046.125,1780,10039.875,0,0,1,40
20000,1,3,2,1,2,2,3,2,2,9126,8835,11088,10618,10304,11232,0,2400,0,0,1100,0,2,20
230000,2,1,2,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,18,0,0,0,0,0,2,30
290000,1,2,2,0,0,0,0,0,0,65369,67270,65357,66893,69740,56411,3360,3000,3000,4000,2500,8000,1,30
50000,2,2,1,0,0,0,0,0,0,16906,17645,18478,10279,10646,10776,1314,1147,348,512,435,190,1,30
150000,2,5,2,0,0,0,0,0,0,144833,141559,80614,110343,64419,18536,6041,11046.125,10968.125,3000,2000,4000,1,30
250000,2,1,2,-1,-1,-1,0,0,0,2177,2000,12327,10538,8712,3002,2000,11046.125,211,174,2228,5642,1,40
50000,2,3,1,2,0,0,0,2,2,31422,32420,33462,36199,36803,37566,1521,1563,3300,1500,1500,1600,2,40
230000,2,1,2,-1,0,0,0,-1,0,18482,22938,3569,2845,1935,6781,5000,1000,0,2000,5000,1000,1,30
160000,2,2,2,0,0,0,0,0,0,2812,3826,4751,6604,8604,7072,1222,1147,2000,2000,0,766,2,30
420000,2,1,2,-1,-1,-1,0,0,-1,26232,8955,33661,12957,10221,40060,8967,11046.125,3005,3000,9970.625,5000,1,30
480000,2,1,2,-1,-1,-2,-1,-1,-1,7066,2328,4279,24973,76738,25108,6378,5096,10968.125,10039.875,9970.625,10252.5,1,50
260000,1,2,2,0,0,0,0,0,0,7426,6887,7757,8172,8407,8681,2000,1757,2000,2000,2000,2000,1,30
1e+05,2,1,2,0,0,0,0,0,0,160599.125,85536,77303,60178,56436,51773,11165.625,3769,2008,1950,2001,10252.5,1,20
210000,2,2,1,0,2,2,0,0,2,61189,62721,61115,62334,66196,64979,3100,0,2235,4870,0,2563,2,30
165962.731341129,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,7788,6400,6700,6907,9970.625,1000,2,20
170000,2,2,2,-1,-1,-1,0,0,0,414,-1020,25607,23922,24399,24919,0,11046.125,1500,863,903,3000,2,20
360000,2,1,1,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,11165.625,0,5900,5000,4500,4700,2,40
120000,1,3,1,0,0,0,0,0,0,88185,91748,94242,88828,97643,79371,5000,4251,6000,10000,3019,10252.5,1,40
230000,2,2,1,-1,-1,-1,-1,-1,0,12047,17091,8743,31886,14893,8343,11165.625,8786,10968.125,10039.875,0,8968,1,40
190000,2,2,2,-1,-1,-1,-2,-2,-2,18255,18779,0,0,0,0,11165.625,0,0,0,0,0,1,40
130000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,20
170000,1,2,1,0,0,0,0,0,0,137823,137199,136331,123913,122657,120258,5396,5000,5000,5000,5000,4000,1,40
3e+05,2,2,1,2,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,9000,8000,7000,7500,6006,1,20
170000,1,2,1,0,0,0,0,0,0,35923,37323,38420,40468,41793,43952,2000,2000,3000,2000,3000,2000,1,30
1e+05,2,2,1,1,2,2,2,2,0,32196,31379,33862,35007,34147,35437,0,3000,2000,0,2000,3500,2,30
490000,1,3,1,0,0,0,0,0,0,108157,107692,108590,109389,110491,111158,4056,3993,3831,4111,3939,4001,1,20
150000,2,2,1,0,0,0,0,0,0,40548,41597,42405,43498,44596,45700,2000,1800,1800,4743.77725631769,2000,1800,1,40
310000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,5468.02654356607,11046.125,10968.125,10039.875,9970.625,10252.5,1,30
2e+05,2,1,2,-1,0,-1,0,0,0,31789,22289,29815,35442,8321,20718,11165.625,11046.125,283,1387,9970.625,10252.5,1,20
210000,2,2,1,0,0,0,0,0,0,7166,7997,8792,9189,4404,5708,1500,1500,1000,500,2000,546,1,30
50000,1,2,1,0,0,2,2,2,2,42511,46526,46831,50799,50540,48700,5000,5774.39123540435,5520,2000,302,2000,2,40
420000,2,1,2,0,0,0,0,0,0,105582,97913,75353,78322,77048,23007,11165.625,11046.125,7096,10039.875,3068,10009,1,20
160000,1,3,1,0,0,0,0,-2,-2,25058,20624,16280,0,0,0,1344,1000,0,0,0,0,1,30
2e+05,2,2,1,0,0,0,-1,-1,0,97645,99894,97400,4283,122749,120258,3952,4500,4283,10039.875,5133,5108,1,30
240000,2,2,1,0,0,0,0,0,0,8751,9900,47029.2469020173,10765,11765,4311,1295,1000,1000,1000,1000,1000,1,40
60000,1,1,1,0,0,0,0,0,0,37749,38785,39803,40837,41783,42689,1948,1966,2000,1600,1600,1600,1,30
230000,2,2,2,-1,-1,0,0,0,0,2873,29488,47029.2469020173,58171,56033,47192,11165.625,11046.125,8242,7032,5030,8007,1,30
260000,2,2,1,1,-1,-1,-1,-1,-1,-6,1100,2527,1698,0,5062,1106,2527,1698,0,5062,0,1,40
170000,2,1,1,-2,-2,0,-2,-2,-2,754,0,0,0,40261.2898853724,0,0,0,0,1903,0,0,1,40
3e+05,1,2,1,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,40
30000,2,3,2,-1,0,0,-1,2,2,2208,7808,0,196,46,5346,7006,0,196,0,5300,0,1,40
50000,1,2,2,0,0,0,0,0,0,50677,76727,78937,50205,30506,29860,4000,4695,2300,2500,2000,3000,1,30
110000,1,3,1,0,0,0,0,0,0,53497,51110,48995,46772,33220,31858,2510,2509,2031,1507,2032,1521,1,40
150000,2,1,1,1,-2,-2,-2,-2,-2,0,0,47029.2469020173,0,0,0,0,0,0,0,0,0,2,30
80000,1,1,2,-1,-1,-1,-2,-2,-2,1567,20175,0,0,0,0,11165.625,0,0,0,0,900,2,20
180000,1,2,2,0,0,0,0,0,0,147310,151902.875,47029.2469020173,112323,112208,113887,7503,11046.125,4011,3802,4106,4006,1,20
50000,2,2,2,0,0,0,0,0,0,50834,50770,50215,29386,29527,30125,2200,1517,1000,1500,2005,1305,2,20
320000,2,2,2,-2,-2,-2,-2,-2,-2,5118,3743,7997,3115,1852,1347,6783,8063,3115,1852,1347,5158,1,20
30000,2,3,1,-1,-1,-1,-1,-1,-1,1355,5137,1392,696,0,696,5174,1392,696,0,696,696,1,40
230000,2,1,2,0,0,0,-1,0,-1,33109,29830,11750,5194,15450,9368,5000,5000,10968.125,10039.875,9368,6000,1,30
380000,2,2,2,0,0,0,0,-1,0,86950,76202,63536,22345,9222,38835.1843188217,3239,1283,453,9222,9970.625,5088,1,40
270000,1,3,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11021,11046.125,8028,7001,5454,6001,1,30
120000,2,1,2,-1,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,1,20
50000,2,3,1,0,0,0,2,0,0,38158,35961,37417,24663,24655,26088,5468.02654356607,2943,0,887,2000,716,1,60
20000,1,2,2,1,2,2,2,0,0,19698,20305,20602,19850,20277,17525,2000,1300,0,702,620,0,2,20
2e+05,1,1,2,1,2,2,2,2,2,18726,18141,20838,20217,22896,22400,0,3000,0,3000,0,3000,2,30
50000,1,2,1,0,0,0,0,0,0,46926,49161,49366,29441,30061,28728,3000,1500,1024,1064,1029,1023,1,50
230000,2,2,2,-2,-2,-2,-2,-2,-2,1168,698,2371,4524,299,395,698,2371,4524,299,395,0,1,30
360000,2,2,2,0,0,0,0,0,0,22233,22935,23816,13800,11000,0,1287,1152,1000,1000,0,179,1,20
330000,2,2,1,1,-1,-1,-2,-2,-2,-58,22301,0,0,0,0,11165.625,5895,0,0,0,0,1,40
20000,2,2,2,0,0,0,2,0,0,9848,11192,15677,15133,15582,16677,1515,5000,0,1000,1500,0,1,20
80000,2,1,2,-2,-2,-2,-2,-2,-2,390,390,390,390,740,552,390,780,390,740,552,4390,1,20
280000,2,2,1,2,2,2,2,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,7500,0,6500,7000,6000,1,50
110000,2,4,2,0,0,0,0,0,0,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000,1,20
60000,2,2,2,3,2,2,2,2,-1,150,150,150,150,150,150,0,0,0,0,150,10252.5,2,20
90000,2,2,1,1,-2,-2,-2,-2,-1,-191,-191,-191,-191,-191,209,0,0,0,0,550,3780,1,30
210000,2,2,1,0,0,0,0,0,0,17952,18894,20296,21704,24086,26414,1500,2000,2000,3000,3000,1000,1,40
20000,2,2,1,3,2,0,0,0,0,20631,20010,19703,11084,10918,10985,0,1168,384,390,632,616,2,30
50000,2,3,1,2,0,0,0,0,0,47349,46353,38081,16970,17695,18401,1892,2600,2000,1000,1000,1500,2,50
80000,2,3,1,0,0,0,0,0,0,24003,21887,14799,6402,4950,4661,3028,1241,3010,2025,3500,10252.5,2,20
5e+05,1,1,1,-2,-2,-2,-2,-1,0,38525,6281,12855,18041,122749,120258,6283,11046.125,10968.125,10039.875,9970.625,10252.5,2,40
150000,2,3,2,-2,-1,-1,-1,-1,-1,1879,69842,2777,945,-5,1951,11165.625,2785,947,0,1956,900,1,30
50000,1,2,1,1,-2,-2,-1,-1,-1,0,0,0,2056,973,973,0,0,2056,973,973,10252.5,1,30
310000,2,1,1,-1,-1,-1,-1,0,-1,325,4373,26863,7443,4221,8172,4373,11046.125,7443,0,8172,10252.5,1,30
230000,2,1,2,1,-1,-1,-1,0,-1,-22,227,3480,3555,1850,1580,249,3480,3555,0,1580,520,2,30
50000,2,1,2,0,0,0,0,-1,0,48482,47226,11151,-2897,48211,48154,2500,3002,1500,10039.875,1900,1800,1,20
160000,2,1,2,-1,-1,-1,-1,0,-1,288,451,1665,330,165,794,451,1680,330,0,794,2349,1,20
50000,2,2,2,1,2,2,2,0,0,47071,40218,24587,14999,13410,7378,148,3115,3,1000,415,565,2,30
220000,1,1,1,2,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10000,9020,6000,5500,6000,5500,2,40
130000,2,2,2,0,0,0,0,0,0,109464,106613,107700,103736,101414,38835.1843188217,3835,5433,4431,6938,3467,3593,1,40
1e+05,2,2,1,0,0,0,0,0,0,68963,64880,60536,55708,51724,48671,3000,2700,2000,1900,1700,1794,1,20
2e+05,2,2,1,-2,-2,-2,-2,-2,-2,17822,49028.0215946844,18718,15033,12785,8426,11165.625,11046.125,10968.125,10039.875,8468,10252.5,1,30
50000,2,2,1,0,0,0,0,0,0,37586,38866,19240,20256,20918,22081,2000,1322,1338,1000,1500,1000,2,20
30000,2,1,1,-1,-1,-1,-2,-2,-2,3684,2911,5831,2083,2903,3874,2911,5842,2088,2903,3874,3201,1,30
430000,2,1,1,-2,-2,-2,-2,-2,-1,1837,49028.0215946844,1198,0,538,77543,373,1198,0,538,9970.625,584,1,30
30000,2,2,2,2,0,0,0,0,0,30558,30363,29077,30029,26366,38835.1843188217,1500,1600,1500,1000,3000,0,2,20
270000,2,2,1,1,-2,-2,-2,-2,-2,-330,-330,-330,-330,-330,-330,0,0,0,0,0,0,1,40
260000,2,2,1,-1,-1,-1,-1,-1,0,5656,591,6574,3551,3634,2440,869,6574,3551,3700,0,5312.60666378191,1,30
330000,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,40
50000,1,2,1,0,0,0,0,0,0,17961,18689,19284,19517,19193,18848,1700,1600,1200,1000,1000,1200,1,20
30000,1,2,1,1,-2,-2,-1,3,2,-2221,-8152,-4220,30821,30071,28767,0,0,10968.125,0,0,1000,1,30
30000,1,3,1,2,2,2,2,2,2,19150,19149,23888,24337,23725,0,600,5229,1000,0,0,0,1,40
320000,1,1,1,0,-1,-1,-1,-1,-1,3337,9061,7809,5238,8594,3743,9061,7935,5238,8594,3743,10252.5,1,40
165962.731341129,1,2,2,3,2,2,2,2,-1,150,150,150,150,150,1150,0,0,0,0,1150,0,1,20
340000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8730,9680,8613,6101,5725,5524,1,20
360000,2,1,2,0,-1,-1,-2,-2,-2,898,11573,0,0,0,0,11165.625,0,0,0,0,5140,1,30
165962.731341129,1,1,2,0,0,0,0,0,2,23561,52005,49188,68168,67465,44593,11165.625,2002,10968.125,1799,7,8210,1,30
240000,2,3,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10473,8000,10968.125,6000,6000,10252.5,1,50
80000,2,2,1,0,0,0,0,0,2,78639,80188,80711,59119,62019,60955,3200,2500,2182,4700,0,2000,1,20
20000,1,2,2,-1,-1,-1,0,0,-2,780,0,1170,780,0,0,0,1170,0,0,0,0,2,40
50000,2,2,2,0,0,0,0,0,0,50649,50607,49903,41083,29635,30261,1905,1801,5138.90530494406,1043,1085,1193,1,30
20000,1,2,1,1,2,0,0,0,-2,19866,19257,18901,18210,0,0,0,1200,9,1000,0,0,2,40
170000,1,1,2,-2,-2,-2,-2,-2,-2,2190,264,1408,1434,40261.2898853724,264,264,1408,1434,264,264,264,1,20
10000,1,2,1,0,0,0,0,0,-1,8884,8689,9449,6376,6530,1506,1159,3001,350,3002,1606,6276,1,40
240000,2,1,1,-1,-1,-1,-1,-1,-1,8732,5286,5596,3328,3763,9529,5286,5596,3328,3763,9529,4895,1,40
260000,1,2,2,1,-2,-2,-2,-1,-1,3581,-9,-9,1935,999,0,0,0,1944,999,0,0,1,30
210000,2,2,1,0,0,0,0,0,0,44552,45831,46870,48089,49311,50296,2000,1800,2000,2000,1803,2000,1,30
220000,1,2,1,0,0,-1,0,0,2,2858,1929,10417,9363,7898,5758,1000,10417,1061,525,0,313,1,40
240000,2,2,1,-1,-1,-1,-1,-1,-1,4480,1725,10062,8662,4566,3915,1735,10096,8675,4566,3927,2529,1,40
50000,2,3,1,0,0,0,0,0,0,50411,48409,42248,33855,28064,29660,5000,2000,2500,2500,2000,2500,1,40
160000,2,1,2,-1,-1,-2,-2,-2,-2,699,0,26808,0,0,0,0,11046.125,0,0,0,0,2,30
130000,1,2,2,-1,-1,-1,-1,-1,-1,6136,9258,3397,2435,1570,1467,9272,3397,2435,1570,1467,550,1,20
40000,2,2,1,0,0,0,0,0,2,40633,40633,40311,39380,41389,40628,1950,4300,2000,2938,0,3700,2,20
30000,2,3,1,2,2,2,2,2,2,28073,28515,27150,28100,28104,28181,1800,0,2300,1200,1300,0,2,40
160000,1,1,1,0,0,0,0,0,0,156400,151902.875,145766.25,132543.5,122749,120258,7200,8000,5510,5800,6000,5500,1,40
80000,1,1,1,1,2,3,2,-1,-1,8415,10305,9979,1261,1261,1261,2181,0,0,1261,1261,1261,2,30
180000,2,3,1,-2,-1,-1,-1,-1,0,10790,7239,30418,31370,13496,23943,7239,11046.125,10968.125,10039.875,9970.625,10252.5,1,30
380000,1,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,5468.02654356607,11046.125,10968.125,10039.875,9970.625,10252.5,1,40
260000,2,2,1,-2,-2,-2,-2,-2,-2,209,217,613,2339,1474,1254,217,613,2339,0,1254,431,1,40
210000,1,1,1,0,0,0,0,0,0,154714,150011,139854,132543.5,122749,120258,4830,4700,4515,4426,4436,4765,1,30
10000,2,1,2,0,0,0,2,2,0,8128,8470,10255,9389,8345,8572,1400,2500,500,0,500,2000,1,20
50000,2,3,2,2,2,2,0,0,0,24729,22719,18408,19330,19561,19815,1651,0,1573,804,675,738,1,20
70000,1,2,2,0,0,0,0,0,0,34449,35009,21307,8840,8131,7535,1600,1300,500,1000,1000,1500,2,20
50000,2,2,1,0,0,2,0,0,2,44970,48101,46993,47940,50903,49794,3855,0,1694,3713,2000,1900,2,30
130000,2,1,1,-1,-1,-1,-1,-1,-1,6348,321,321,0,321,0,321,321,0,321,0,0,2,30
240000,2,2,2,0,0,0,-2,-2,-2,15750,12891,0,0,0,0,1005,0,0,0,0,0,1,30
160000,2,1,1,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,40
260000,2,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,5181,0,0,0,0,5181,0,1,30
50000,1,2,2,0,0,0,0,0,0,49798,50795,50150,9658,10011,9345,2193,2040,330,492,332,500,1,20
30000,2,2,2,0,2,0,0,0,0,36328,35291,36775,36914,33305,33688,0,2206,1500,2000,6000,6000,1,30
20000,1,2,2,0,0,0,0,0,0,17728,18835,38099,18471,16408,17135,1700,1262,1244,595,1000,1000,1,20
130000,2,2,1,-1,0,-1,-1,-1,-1,2538,1866,1349,1609,635,849,1177,1349,1609,635,849,2893,1,40
50000,2,3,2,0,0,0,2,-1,-1,16986,6929,8743,1000,5557,5027,1186,2000,0,5557,470,0,2,30
1e+05,2,3,1,0,0,0,2,2,2,27666,28677,31516,30701,32392,32645,1473,3312,0,2578,1294,0,2,50
