"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","age_group"
80000,1,1,1,2,2,2,2,0,0,57477,58539,59722,58174,59204,61092,2600,2700,0,2600,3000,2500,"1",40
190000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8059,7741,7201,4815,4927,5380,"1",40
2e+05,2,1,1,0,0,0,0,0,0,156683,151902.875,145766.25,132543.5,122749,120258,5808,5382,5279,5389,7026,5258,"0",20
160000,1,1,1,1,2,0,0,0,0,63446,63501,65439,66761,67628,68983,1699,2960,3007,2573,2600,3008,"0",40
30000,1,2,2,0,0,0,0,0,0,24065,25660,26257,27641,29335,10493,2005,2000,5138.90530494406,2000,1000,1000,"1",30
30000,1,2,1,0,0,0,0,0,0,29707,28853,30107,29923,29472,27729,2000,3000,4000,2000,4000,2000,"0",40
490000,1,1,2,-1,-1,-1,-1,-1,-1,2920,4040,3649,8343,6641,5779,4060,3659,8357,6660,5796,4736,"0",40
160000,1,2,2,0,0,0,0,0,0,22506,24135,25418,28196,29961,49404,2000,2000,3000,2000,9970.625,2000,"0",30
30000,1,2,1,0,0,0,0,0,0,25328,22520,21554,22280,18330,780,2000,2000,2000,1000,0,0,"0",40
170000,2,1,2,-1,-1,-1,-1,-1,-1,1561,1239,7315,10730,1686,9445,1239,7352,10730,1686,9445,3444,"0",30
350000,2,1,2,0,0,0,0,0,0,42518,31386,24540,22187,12900,7938,1740,1000,452,448,2000,8206,"0",20
220000,1,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,118965,120258,7000,8000,8000,6000,9970.625,7000,"0",40
120000,1,3,1,0,0,0,0,0,0,40538,41870,58882,59862,51172,52533,1988,11046.125,1857,1723,2075,1500,"0",30
80000,2,2,2,0,0,0,0,0,0,76405,77043,79524,75773,29126,8671,2780,3745,1628,596,173,2114,"0",20
160000,1,5,2,0,0,0,0,0,0,152240,151902.875,145766.25,132543.5,118248,119911,7650,6300,4800,3800,4600,4300,"0",40
160000,1,2,2,0,0,0,0,0,0,131895,132154,129237,90981,92580,77184,5336,4900,2807,2898,2713,2885,"1",40
330000,2,1,2,-1,-1,-1,-1,-1,0,117,0,23,776,334,303,0,222,975,334,0,9,"0",30
80000,2,2,2,0,0,0,0,0,0,12393,14187,13263,11045,10259,5773,2022,1308,506,1516,1000,1000,"0",20
30000,1,1,2,0,0,0,0,0,0,26061,27104,28076,25991,25429,26234,1780,1752,1666,800,1161,3128,"0",30
2e+05,2,2,1,0,0,0,0,0,0,74566,73700,73624,73928,72060,72393,3213,3304,3815,3004,3006,4012,"0",20
2e+05,2,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
380000,1,3,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",50
180000,2,1,1,1,-1,-1,-2,-2,-2,0,1290,0,0,1200,0,1290,0,0,1200,0,0,"0",40
230000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,62237,10075,10135,6034,10000,3000,5000,"0",30
180000,1,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,7000,7000,7000,6411,7000,7000,"0",30
110000,2,5,2,3,2,0,0,0,0,109655,98133,95391,79409,78014,77709,3500,3515,3307,3014,3009,4000,"0",30
360000,2,2,2,0,0,-2,-2,-2,-2,37927,2047,3794,8521,7119,5725,2057,4294,8535,1535,5753,7792,"0",20
5e+05,2,1,1,-1,0,-1,0,0,0,5410,2760,36861,23200,34255,18554,2700,11046.125,10000,10039.875,1000,5622,"0",30
20000,2,2,2,3,2,0,0,0,0,20226,18702,18331,19111,15211,13562,0,2346,1400,304,271,0,"1",30
110000,2,3,1,0,0,2,2,0,0,94025,101460,102724,100188,102110,107014,8942,3800,0,3685,6580,4703,"1",40
120000,1,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
380000,2,2,2,0,0,0,0,0,0,123880,105184,69221,46858,33060,27047,7050,6018,3000,4000,4000,10252.5,"0",20
380000,2,1,1,-1,-1,-1,-1,-2,-2,7079,10387,2956,316,316,312,10437,2982,316,316,312,1323,"0",40
130000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",20
360000,2,2,1,-1,-1,0,-1,-1,-1,10000,17444,17165,10000,10000,10000,11165.625,10035,10000,10000,9970.625,0,"0",30
110000,2,2,2,1,-2,-2,-2,-2,-1,0,49028.0215946844,0,0,0,150,0,0,0,0,300,102,"1",30
250000,1,1,2,-2,-1,-1,-1,0,-1,5241,2738,2360,6976,3701,2872,2754,2377,7006,11,2981,0,"0",40
280000,1,2,2,-2,-2,-2,-2,-2,-2,6251,12501,4873,4071,-30,-30,11165.625,4897,4176,0,0,0,"0",30
80000,2,1,2,0,0,0,0,0,-1,53261,38091,19744,14556,0,1460,4500,2011,3105,0,1460,0,"0",20
50000,2,2,2,0,0,0,-1,0,0,59321,56454,53278,19437,19845,19911,2329,2353,10968.125,704,730,656,"0",20
50000,2,2,2,1,3,2,3,2,2,23751,23076,25004,24315,23626,25370,0,2600,0,0,2129,0,"1",40
30000,2,3,1,0,0,0,2,2,2,21969,23306,27851,27098,29866,29276,1706,5251,0,3519,0,1368,"1",40
2e+05,2,1,2,0,-1,0,0,0,0,13766,39072,44758,45571,40592,7145,11165.625,11046.125,1622,2068,1000,2031,"0",30
5e+05,2,1,1,-1,-1,2,-1,-1,-1,10287,15123,9957,2253,4402,10340,5084,49,2270,4422,9970.625,3912,"0",50
2e+05,2,2,2,0,0,0,0,0,0,101431,102604,47029.2469020173,120465,118759,119378,5000,11046.125,5809,4002,4500,4100,"0",30
150000,1,5,2,0,0,0,0,0,-2,133374,40283,49746,51500,0,0,10000,10000,2900,10000,0,0,"0",20
140000,1,1,1,0,0,0,2,0,0,90547,49028.0215946844,96535,98041,100504,103874,3500,5500,4000,5000,5000,5000,"0",40
30000,2,2,2,0,0,0,0,0,0,9725,10766,12070,11973,10166,7966,1200,1500,2000,1166,3500,1500,"0",40
20000,1,2,1,0,0,0,0,0,-1,20139,19067,19787,19682,7468,2312,1480,1200,394,210,5546,0,"1",30
140000,2,3,1,2,2,0,0,2,2,122283,118913,120435,132543.5,122749,120258,0,5000,10968.125,5500,0,5000,"0",30
130000,1,2,2,2,2,3,2,0,0,20091,21459,20832,21386,22227,23466,2000,0,1200,1200,1600,1500,"1",30
1e+05,2,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",40
170000,1,1,2,-2,-2,-2,-2,-2,-2,740,740,740,740,740,740,740,740,740,740,740,740,"1",30
150000,1,2,1,-1,-1,-1,0,-1,2,530,530,47029.2469020173,1817,714,424,530,957,1000,800,0,9000,"0",30
110000,1,2,2,1,2,2,0,0,0,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,"1",20
2e+05,2,1,2,-2,-2,-2,-2,-2,-2,2580,-35,3519,1846,1330,14470,0,3554,1855,1337,9970.625,2955,"0",30
30000,2,2,2,0,0,0,2,0,0,10805,10527,12443,11949,12107,12907,1184,2100,0,500,1000,0,"0",20
290000,1,2,2,0,0,0,-2,-2,-1,10823,13226,652,0,652,92775,3000,978,0,652,9970.625,4000,"0",30
70000,2,1,2,0,0,0,0,0,0,39416,40784,42791,43797,44938,47177,2000,3000,1718,2000,3000,1630,"0",30
5e+05,1,1,1,0,0,0,0,-1,-1,26501,21340,11003,1848,1116,927,1261,5901,46,1121,947,10252.5,"0",30
2e+05,2,1,2,-2,-2,-2,-2,-2,-2,4941,5555,15546,1665,3370,-36,5610,11046.125,1673,3385,0,10252.5,"0",20
330000,2,1,2,-1,-1,-1,-2,-1,-1,1972,1586,0,0,1588,0,1586,0,0,1588,0,0,"1",30
20000,1,1,1,0,0,0,0,0,0,19796,18510,16077,16389,11286,12833,1507,4011,5066,1003,7000,3000,"0",40
60000,2,1,2,0,0,0,0,0,0,31142,31473,31684,31837,32246,32122,1842,2000,2000,2000,1500,3000,"0",30
390000,2,2,2,0,0,2,0,0,0,103061,106464,88653,82226,71559,72492,7600,20,3510,3349,3000,6000,"0",30
50000,1,2,3,0,0,0,0,0,0,31197,24486,24777,24521,16773,16524,4590,3000,3005,3014,3632,4006,"0",40
1e+05,2,2,1,2,2,0,0,0,0,78353,77726,79151,80249,82405,77011,1200,3400,2900,3500,3000,6100,"1",30
80000,2,3,2,0,0,0,0,0,0,78069,54955,27911,11687,11926,11926,1576,1589,1000,239,0,1696,"0",40
140000,2,1,1,0,0,0,0,0,0,136084,138468,93802,94531,96264,98135,6500,4300,3500,3600,3881,4200,"1",50
2e+05,2,1,2,-2,-2,-2,-2,-2,-2,6024,2180,2750,0,1060,2000,2180,2750,0,1060,2000,1060,"0",30
130000,1,2,2,0,0,0,0,0,0,39074,39767,38680,5654,1938,522,1766,1521,3100,0,10,0,"0",20
3e+05,2,1,1,-2,-2,-2,-2,-2,-2,1529,3717,4541,5620,25,25,3717,4541,5620,25,0,7140,"0",40
3e+05,2,3,2,0,0,0,0,0,0,92235,67283,65059,132543.5,122749,120258,4505,6039,10968.125,10039.875,8600,8500,"0",30
1e+05,1,1,1,2,2,2,2,2,0,72437,74645,76063,77224,75385,78991,4000,3200,3000,0,5000,3200,"1",30
1e+05,2,1,1,-1,-1,-1,0,-1,-1,390,390,780,390,390,7140,390,780,0,390,7140,1230,"0",40
50000,1,3,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",20
280000,2,1,2,0,0,0,0,0,0,146130,120750,105492,104061,105202,107143,5042,4000,4000,4000,4368,4000,"0",20
60000,2,2,2,0,0,0,0,0,0,55765,56619,54636,18293,18107,18803,2600,1500,1000,1000,1000,3000,"1",20
50000,2,2,2,0,-1,-1,-2,-1,-1,9514,2067,-6,-409,793,2385,2100,405,0,2385,2385,3000,"0",30
2e+05,2,1,1,-2,-2,-2,-1,2,-1,26344,0,0,320,170,2865,0,0,329,0,2865,801,"0",30
50000,2,2,2,0,0,0,0,0,0,12272,7980,7959,8978,7357,7841,2005,2000,1019,3007,3008,5015,"0",40
2e+05,1,1,1,-1,-1,-1,-1,-1,-1,780,0,390,3672,390,390,0,390,3672,390,390,390,"0",30
120000,2,2,2,1,-1,2,-1,3,2,0,974,194,1758,1450,520,974,0,1954,0,0,950,"1",30
130000,1,5,1,0,0,0,0,0,0,75472,75095,59335,54668,22780,13417,2452,2140,1093,10039.875,500,100,"1",40
310000,2,1,1,-1,2,-1,-1,-1,0,3640,1094,9445,5202,14589,11673,0,9453,5206,10039.875,0,10252.5,"0",40
450000,2,1,1,0,0,-1,-1,-1,-1,13371,13480,5747,3339,9458,7231,4000,5747,3339,10039.875,7231,4972,"0",30
4e+05,2,2,2,-2,-2,-2,-2,-2,-2,-200,-200,-200,746,3956,2500,0,0,946,3956,2500,0,"0",30
260000,2,1,1,-2,-2,-2,-2,-2,-2,1009,2403,1880,0,1000,0,2403,1880,0,1000,0,189,"0",30
130000,1,3,1,0,0,0,0,0,0,5444,5927,7106,7106,8106,9106,1321,1500,0,1000,1000,598,"0",30
160000,1,1,1,-2,-2,-2,-2,-2,-2,4138,0,0,0,2920,38835.1843188217,35,0,0,2920,0,10252.5,"0",30
165962.731341129,2,2,2,2,2,0,0,2,2,61367,59814,61816,65180,63979,63733,0,3000,5010,0,5000,0,"1",30
330000,1,2,1,-2,-1,-1,-2,-2,-2,0,2500,0,0,0,0,2500,0,0,0,0,0,"0",60
20000,1,2,1,1,2,2,0,0,0,5566,6527,6274,6470,7366,8044,1200,0,300,1000,800,0,"1",30
60000,2,3,1,0,0,0,0,0,0,59098,23100,17708,10148,9284,2241,1392,1000,5138.90530494406,186,347,10252.5,"1",40
450000,1,2,2,-2,-2,-2,-2,-2,-2,-3768,-3938,-5738,-5738,-5738,-5738,179,1800,0,0,0,0,"0",30
130000,1,1,2,-1,-1,-1,0,0,-1,9619,6247,59904,81838,37422,15365,6247,11046.125,10968.125,10000,9970.625,10252.5,"0",20
260000,2,3,2,1,-1,-1,-1,0,0,0,926,650,3562,3044,3044,926,650,3562,0,0,0,"0",30
190000,2,1,2,0,0,0,0,0,0,39468,33983,35042,35699,36410,38067,2151,1910,1558,1269,2209,10252.5,"0",30
50000,2,2,2,0,0,0,0,0,0,14720,15743,16756,17089,17446,17825,1265,1278,611,632,668,591,"1",30
20000,1,2,2,0,0,0,-2,-1,0,17809,18325,-1675,-1675,16554,17359,1000,0,0,10039.875,1000,1000,"0",30
20000,2,2,2,0,-1,2,-1,-1,-2,10294,3203,199,2780,0,0,4000,0,2780,0,0,0,"1",20
410000,1,1,1,-1,-1,-1,-1,-1,-1,10867,2719,0,11900,478,387,2719,0,10968.125,478,387,0,"0",30
240000,1,2,2,-1,-1,-1,0,-1,2,7832,64445,11680,4060,17903,15961,11165.625,11046.125,0,10039.875,61,620,"0",50
80000,1,2,2,0,0,0,0,0,0,78239,80426,81767,78340,36895,39079,4500,5009,5000,2000,4000,1500,"1",30
140000,2,2,2,1,-2,-1,-1,2,0,0,0,167,80644,122749,55776,0,167,10968.125,0,2500,28,"0",20
390000,1,1,1,2,2,0,0,0,0,160599.125,151902.875,47029.2469020173,131879,115183,75131,0,6000,3500,5000,4500,3000,"1",40
80000,2,2,1,0,0,0,2,2,2,48578,50789,54936,55735,56699,55632,3000,5000,2300,2000,0,2500,"0",20
250000,1,1,2,0,0,0,0,0,0,124442,93302,92934,94002,92826,88001,5000,5000,3500,4000,4000,5000,"0",20
20000,1,2,1,0,-1,-1,-1,-1,-1,1912,2760,2430,850,2430,2530,2768,2430,850,2430,2530,1570,"0",50
180000,2,3,1,-2,-2,0,-2,-2,-2,247,1562,1548,768,0,0,1562,1548,768,0,0,0,"0",30
260000,2,3,1,-1,-1,-2,-1,-1,-1,1145,-4,-4,2177,158,0,4,0,2181,158,0,0,"0",40
230000,2,3,1,1,2,0,-1,0,-1,160599.125,16968,7226,1469,690,388,76,3742,1546,0,388,910,"0",30
5e+05,1,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,6501,7001,5989,5701,6001,6001,"0",30
290000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8000,6500,6100,10039.875,9970.625,7500,"1",20
2e+05,2,2,1,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",40
260000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,110982,72514,11165.625,10087,6030,5001,9970.625,148,"0",50
260000,1,1,2,-1,-1,-1,0,-1,-1,76996,11515,13392,22209,54807,62534,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,"0",20
130000,2,2,2,0,0,0,0,0,0,120208,111999,114413,116721,117795,120258,5500,5700,5692,4500,4850,3800,"1",20
220000,2,2,1,-1,-1,-1,-1,-1,-1,316,316,316,956,1087,316,316,316,956,1087,316,4342,"0",40
140000,1,2,2,1,2,2,2,2,2,44570,45563,46115,47053,48150,49009,2000,1600,2000,2000,1800,0,"1",30
190000,1,1,1,-1,-1,-1,-1,-1,-1,1779,1288,1655,1213,344,221,1288,1655,1213,344,221,10252.5,"0",30
40000,2,3,1,1,2,2,0,0,0,35544,36664,35800,36839,35967,36586,2000,0,2000,2000,3000,0,"1",40
70000,2,3,1,0,0,0,0,0,0,22068,30307,30570,31367,32163,32975,11165.625,2000,2000,2000,2000,1780,"0",40
1e+05,2,1,1,1,2,0,0,0,0,77346,75513,77147,78200,78393,72214,0,3451,3000,2841,2620,2500,"1",20
1e+05,2,1,2,0,0,0,0,0,0,90976,93443,94192,95535,97945,93412,4000,3503,4000,4003,3500,3400,"0",20
130000,1,1,2,-1,-1,0,0,0,0,2343,32278,24175,15182,12805,14415,11165.625,1217,1000,3000,2000,390,"0",20
20000,1,3,2,-1,-1,-1,-1,-1,0,2191,1140,12656,1693,303,12303,1140,11046.125,1700,500,9970.625,0,"0",50
20000,2,2,2,1,2,0,0,0,2,15596,15053,15773,17102,18704,18263,0,1269,1598,2200,0,3700,"1",20
30000,1,2,2,0,0,0,0,0,0,22221,23248,24260,24743,25261,25763,1391,1403,886,917,922,955,"0",30
20000,1,2,1,0,0,0,0,0,0,2799,2164,1854,43076.4560392044,3435,4435,2005,1200,1500,300,1000,95,"0",30
80000,1,2,2,1,-2,-2,-1,-1,-2,0,0,0,200,0,0,0,0,200,0,0,698,"0",20
350000,2,3,1,-2,-2,-2,-2,-2,-2,1316,3033,2168,7951,4986,3641,3061,2181,8071,5002,3654,5820,"0",30
80000,1,1,2,0,0,-1,0,0,0,75734,93507,78716,53109,28973,24705,11165.625,11046.125,2516,1023,2000,1000,"0",30
80000,2,1,2,-1,-1,-1,-1,-1,-1,1147,1147,1147,1147,1100,5053,1147,1147,1147,1100,5100,10252.5,"0",30
30000,2,5,2,0,0,2,0,0,-2,29213,49028.0215946844,16465,16977,0,0,5064,0,5047,0,0,0,"0",40
150000,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",30
80000,1,2,2,0,0,0,0,0,-2,22619,31429,27923,25280,0,0,10010,1209,579,0,0,6305,"0",20
20000,1,1,2,3,2,2,2,0,0,10216,10653,11371,10906,11588,12416,900,1200,0,4743.77725631769,1400,0,"1",30
120000,2,3,2,-1,-1,-1,-1,-1,-1,776,1616,776,776,776,776,1616,776,776,776,776,776,"1",30
70000,2,2,1,3,2,2,2,2,2,20392,19772,22234,21579,22720,23704,0,3100,0,1500,1500,0,"1",30
4e+05,2,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,7000,7000,7000,9970.625,10000,"0",40
30000,2,2,2,1,2,2,2,2,2,26568,27456,27915,27185,28806,28208,1600,1200,0,2200,0,2500,"0",20
80000,2,2,2,0,0,0,-1,0,0,27041,27797,5958,11341,5259,4278,5879,1000,10968.125,486,478,0,"0",20
10000,1,2,2,0,0,0,0,0,0,8866,9844,9319,18202,9287,0,1143,1218,1000,372,0,0,"0",40
70000,2,2,1,0,0,0,0,0,2,67088,64376,62004,62985,69380,70498,2244,2301,2254,7600,2500,2422,"0",50
220000,1,2,1,-2,-2,-2,-2,-2,-2,7625,8325,1497,0,0,7625,8334,1497,0,0,7625,2226,"0",40
20000,2,1,2,0,0,2,0,0,0,11968,14564,47029.2469020173,15824,15761,12510,2800,0,4000,1700,1000,2000,"1",20
50000,2,2,1,0,0,0,0,0,0,74903,49413,50812,50261,29720,30233,2120,2500,1905,1500,1200,1200,"0",40
350000,1,3,1,0,0,0,0,0,0,70257,73151,47298,25692,24542,23697,11165.625,5045,3000,2005,3001,4,"0",30
30000,1,2,1,2,0,0,0,0,-2,28484,29242,30037,29682,0,0,1905,1700,1108,0,0,0,"0",30
5e+05,1,1,2,-1,0,0,0,-1,-1,27181,12525,7218,2183,6371,5208,7254,2208,11,6402,5234,2899,"0",30
2e+05,2,1,1,0,-1,-1,0,0,0,74418,3251,86800,84144,83699,120258,3251,11046.125,1820,10039.875,9970.625,2738,"0",30
210000,1,1,2,1,0,0,0,0,0,5397,5079,6020,6143,6268,399,5000,1000,123,125,0,1280,"0",20
160000,2,3,3,-1,-1,0,-1,-1,0,9330,31745,22829,6000,6000,0,11165.625,1049,6000,6000,0,4345,"0",30
150000,1,1,1,0,0,0,0,0,0,97832,98403,99263,100920,86781,71408,4555,3500,3300,3027,3000,2700,"0",40
50000,1,2,2,0,0,0,0,0,0,49120,50823,49844,20239,20241,19921,2504,1590,701,803,1000,671,"0",40
290000,2,1,1,-2,-2,-2,-2,-2,-2,4340,3686,3094,8164,1509,8262,3686,3112,8164,1509,8262,2032,"1",30
250000,2,3,2,-2,-2,-1,-1,-1,-1,686,0,947,7385,3806,22319,0,947,7385,5301,9970.625,2964,"0",20
120000,2,2,1,0,0,0,0,0,0,52109,43007,33481,28563,24065,2802,1565,3194,1200,6206,0,310,"0",20
80000,2,5,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
30000,2,3,1,0,0,2,0,0,0,27552,30686,29915,29994,27310,27778,3605,2,1731,1093,1026,1964,"0",20
80000,2,2,2,0,0,0,0,0,-1,4125,10174,6160,9020,4670,6124,6174,3160,5020,1670,6124,1600,"0",20
70000,2,2,1,-1,-1,2,-1,-1,-1,390,780,390,390,780,0,780,5774.39123540435,390,780,0,0,"0",40
80000,2,2,1,0,0,0,0,0,0,73366,76178,78560,49399,48420,50600,4000,4000,2000,3000,3003,3003,"0",40
50000,2,2,2,0,0,0,0,0,0,46968,36912,32616,29788,27562,26129,1600,1500,1500,1200,1078,951,"0",20
60000,1,2,2,2,2,2,2,2,2,47631,48574,49476,50360,50509,52522,2000,2000,2000,1100,3000,0,"0",20
80000,2,3,2,1,4,3,2,0,0,84718,82861,80581,51537,51381,48866,0,0,0,1790,1890,1740,"1",20
50000,1,1,1,-1,-1,-1,2,-1,0,25801,-1032,6910,6314,18544,12894,0,9000,88,10039.875,5023,5028,"0",40
30000,1,1,2,0,0,0,2,2,0,16098,17130,18621,19017,18571,19264,1597,2088,1000,0,1001,380,"1",40
390000,2,1,1,-1,-1,-2,-2,-1,0,611,0,0,0,343,1343,0,0,0,343,1000,1076,"0",50
40000,2,1,2,2,2,2,0,0,0,19827,20709,21070,21420,23066,23683,1500,1000,1000,2000,1000,894,"1",20
110000,1,2,2,0,0,0,0,0,0,95925,98331,100751,102496,80116,69391,4000,4000,3500,2500,2290,2060,"0",30
60000,1,2,1,1,2,3,4,4,3,22007,24360,26647,27912,26889,29140,3000,3000,2000,0,3000,3000,"1",30
1e+05,2,1,2,-1,-1,0,-1,-1,-2,1725,21711,10487,780,0,0,11165.625,1000,780,0,0,0,"0",30
370000,2,2,1,-2,-2,-2,-2,-2,-1,1859,2232,4556,4333,2504,3431,2243,4578,4354,2516,3438,10252.5,"0",40
90000,2,1,2,0,0,0,0,0,0,90749,90595,89059,88822,90978,89363,3481,5167,3300,3615,3217,3500,"0",20
160000,2,3,1,0,0,2,0,0,0,153390,151902.875,145766.25,132543.5,122749,120258,11165.625,0,6000,5300,4784,4500,"0",40
360000,1,1,1,-2,-2,-2,-2,-2,-2,10729,2523,-2,-2,-2,-2,2535,0,0,0,0,0,"0",30
260000,1,2,1,-2,-1,-1,-1,-2,-2,-48,4001,5975,0,0,0,4261,6000,0,0,0,0,"0",30
10000,1,2,2,1,2,2,0,0,0,6898,7642,5381,3791,3791,0,1019,0,0,0,0,0,"0",40
3e+05,2,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",20
20000,2,1,2,-1,-1,-2,-2,-2,-2,18356,0,0,0,0,0,0,0,0,0,0,0,"0",20
10000,1,2,2,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,0,0,0,0,0,1393,"1",20
50000,1,3,2,0,0,0,0,0,0,75804,76799,78692,79543,19738,19759,2785,3068,2309,694,716,808,"0",50
10000,2,2,2,0,0,2,0,0,0,9721,11756,10844,43076.4560392044,10101,9911,2939,0,507,4743.77725631769,404,459,"0",20
180000,2,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,800,"1",30
280000,2,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,7000,7000,8000,7000,9970.625,8000,"0",30
60000,2,2,1,0,0,0,0,0,0,58890,59620,60039,58887,29050,26055,2620,2906,2588,1055,2058,1339,"0",30
30000,2,2,2,-1,0,0,0,0,-1,3226,5591,6992,20412,14427,5119,3596,2992,10968.125,0,5119,0,"1",20
180000,1,2,2,0,0,0,0,-2,-2,22832,19517,11988,0,0,0,1429,1000,0,0,0,0,"0",30
2e+05,2,2,2,-1,-1,2,0,0,-1,184,2250,823,823,-658,1266,2250,0,0,0,1924,0,"1",20
120000,2,3,1,1,-2,-1,2,0,0,-150,-150,7342,7029,7172,38835.1843188217,0,7492,0,143,166,10252.5,"0",50
20000,2,2,2,0,0,0,2,0,0,15071,16082,17952,18216,17816,19697,1266,2136,1000,0,1881,0,"0",20
2e+05,1,1,2,-1,-1,-1,-1,-1,-1,3773,3990,9048,4700,800,4082,4029,9048,4700,800,4082,0,"0",20
360000,1,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",30
50000,1,1,2,0,0,0,2,0,0,33307,38730,50694,43076.4560392044,17299,38835.1843188217,6000,11046.125,0,1000,1000,2000,"1",30
20000,2,3,1,2,0,0,0,0,0,18049,14361,15425,16460,17380,17650,1536,1600,1600,1500,700,2900,"1",50
150000,2,2,1,-1,2,2,-2,-1,-1,1184,794,2756,0,2430,4840,0,2772,0,2430,4844,0,"0",30
310000,1,1,2,0,0,2,0,0,0,47224,51442,51531,43076.4560392044,29069,29895,4900,1500,1000,1200,1200,1200,"0",30
3e+05,2,1,1,-1,-1,-1,0,0,-1,6608,49028.0215946844,22456,22056,14020,1230,10017,11046.125,0,0,1230,0,"1",40
4e+05,1,3,1,0,0,2,0,0,0,2487,4708,2192,11111,5675,5071,4009,6,10248,4721,4114,1855,"1",30
40000,2,3,1,-2,-2,-2,-2,-2,-2,7955,5392,5151,3434,1143,0,5392,5151,3434,1143,0,0,"0",30
5e+05,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",30
5e+05,1,1,2,-1,-1,-1,-1,-1,-1,4119,-1031,5100,5150,5150,5138,0,11046.125,5200,5150,5138,10252.5,"0",20
110000,2,1,2,0,0,0,0,0,0,92332,77807,75559,74371,75126,73799,2800,3703,2700,2200,1810,3000,"0",20
160000,1,2,1,-1,2,2,-1,-1,0,2008,280,-110,187,197,307,0,0,687,400,500,700,"0",50
260000,2,1,2,-2,-2,-2,-2,-2,-2,2537,2587,3727,1885,2013,3001,2606,3749,1900,2025,3019,2680,"0",30
80000,2,2,2,0,0,0,-1,-1,-1,52934,54217,52394,2131,744,758,3000,1064,2500,1000,1000,1000,"0",20
150000,2,1,2,0,0,0,2,0,0,16986,18693,20885,21738,22080,23558,2000,2500,1500,1000,2000,2000,"0",40
180000,1,1,2,-1,-1,-1,-1,-1,-1,758,0,1022,2004,0,2051,0,1022,2016,0,2051,0,"1",20
20000,2,2,1,0,0,0,0,0,0,11904,13193,12236,13041,13641,14251,1500,1400,1500,1000,1000,0,"0",30
5e+05,1,1,1,0,0,0,0,0,0,124362,126860,129576,129863,120781,98163,4567,4787,4745,4256,3321,3326,"0",40
220000,2,2,1,0,0,0,0,0,0,142714,151902.875,52682,23243,40261.2898853724,27036,7200,3200,1200,1000,9970.625,2000,"0",20
220000,2,1,2,-2,-2,-2,-2,-2,-2,19030,14287,8183,21189,7838,321,11165.625,8194,10968.125,7838,321,10252.5,"0",20
50000,1,3,1,0,0,0,0,0,0,43087,44468,46653,43143,19003,-317,2100,3260,1200,1000,0,10252.5,"1",20
180000,2,3,1,-1,2,-1,0,0,0,10456,7326,8469,6591,5244,2174,357,8510,5244,2174,0,3371,"1",40
50000,2,2,2,-1,0,0,0,0,0,25622,33564,25680,13577,1148,-6,10122,10028,5000,6,0,0,"0",20
60000,2,1,1,1,-1,3,2,-1,-1,0,780,780,390,390,390,780,0,0,390,390,87,"0",30
180000,2,2,2,2,2,2,2,0,0,126195,127881,47029.2469020173,124080,122749,120258,6000,4575,0,4600,6000,3100,"0",20
